,Player Name,Seasons in NBA,First Season Played,Last Season Played,Birthdate,Birth City,Birth State or Country,College Name,Draft Number Picked,Draft Round,Draft Team,Draft Year
3836,George McLeod,1,1953,1953,1931-01-03,Greenville,Texas,Texas Christian University,,1952 NBA Draf,Milwaukee Hawks,
3837,Larry Micheaux,2,1984,1985,1960-03-24,Houston,Texas,University of Houston,29th overall,2nd round,Chicago Bulls,1983
3838,Jordan Mickey,3,2016,2018,1994-07-09,Dallas,Texas,Louisiana State University,33rd overall,2nd round,Boston Celtics,2015
3839,CJ Miles,16,2006,2022,1987-03-18,Dallas,Texas,,34th overall,2nd round,Utah Jazz,2005
3840,Oliver Miller,9,1993,2004,1970-04-06,Fort Worth,Texas,University of Arkansas,22nd overall,1st round,Phoenix Suns,1992
3841,Murray Mitchell,1,1950,1950,1923-03-19,Huntsville,Texas,Sam Houston State University,,1948 BAA Draf,Boston Celtics,
3842,Eric Moreland,4,2015,2019,1991-12-24,Houston,Texas,Oregon State University,,,,
3843,Elmore Morgenthaler,2,1947,1949,1922-08-03,Otto,Texas,New Mexico Institute of Mining and Technology,,,,
3844,Randolph Morris,4,2007,2010,1986-01-02,Houston,Texas,University of Kentucky,,,,
3845,Johnathan Motley,3,2018,2020,1995-05-04,Houston,Texas,Baylor University,,,,
3846,Toure' Murry,2,2014,2015,1989-11-08,Houston,Texas,Wichita State University,,,,
3847,Willie Naulls,10,1957,1966,1934-10-07,Dallas,Texas,"University of California, Los Angeles",,1956 NBA Draf,St. Louis Hawks,
3848,RJ Nembhard Jr,1,2022,2022,1999-03-22,Keller,Texas,,,,,
3849,Paul Nolen,1,1954,1954,1929-09-03,Tulia,Texas,Texas Tech University,,1953 NBA Draf,Baltimore Bullets,
3850,Royce O'Neale,5,2018,2022,1993-06-05,Killeen,Texas,Baylor University,,,,
3851,Emeka Okafor,10,2005,2018,1982-09-28,Houston,Texas,University of Connecticut,2nd overall,1st round,Charlotte Bobcats,2004
3852,Kevin Ollie,13,1998,2010,1972-12-27,Dallas,Texas,University of Connecticut,,,,
3853,Greg Ostertag,11,1996,2006,1973-03-06,Dallas,Texas,University of Kansas,28th overall,1st round,Utah Jazz,1995
3854,Bo Outlaw,15,1994,2008,1971-04-13,San Antonio,Texas,"South Plains College, University of Houston",,,,
3855,Red Owens,2,1950,1952,1925-09-02,nan,Texas,Baylor University,,,,
3856,Easy Parham,3,1949,1951,1921-12-27,Fort Worth,Texas,Texas Wesleyan University,,1948 BAA Draf,St. Louis Bombers,
3857,Kendrick Perkins,14,2004,2018,1984-11-10,Nederland,Texas,,27th overall,1st round,Memphis Grizzlies,2003
3858,Gene Phillips,2,1972,1973,1948-10-25,Livingston,Texas,Southern Methodist University,119th overall,7th round,Milwaukee Bucks,1971
3859,Ricky Pierce,16,1983,1998,1959-08-19,Dallas,Texas,Rice University,18th overall,1st round,Detroit Pistons,1982
3860,Dexter Pittman,4,2011,2014,1988-03-02,Rosenberg,Texas,University of Texas at Austin,32nd overall,2nd round,Miami Heat,2010
3861,Phil Pressey,3,2014,2016,1991-02-17,Dallas,Texas,University of Missouri,,,,
3862,Ronnie Price,12,2006,2017,1983-06-21,Friendswood,Texas,"Nicholls State University, Utah Valley State College",,,,
3863,Taurean Prince,6,2017,2022,1994-03-22,San Marcos,Texas,Baylor University,12th overall,1st round,Utah Jazz,2016
3864,Roy Pugh,1,1949,1949,1922-10-16,Jacksonville,Texas,Southern Methodist University,,1948 BAA Draf,Philadelphia Warriors,
3865,Jahmi'us Ramsey,2,2021,2022,2001-06-09,Arlington,Texas,,,,,
3866,Julius Randle,8,2015,2022,1994-11-29,Dallas,Texas,University of Kentucky,7th overall,1st round,Los Angeles Lakers,2014
3867,Cameron Reynolds,2,2019,2021,1995-02-07,Pearland,Texas,Tulane University,,,,
3868,Micheal Ray Richardson,8,1979,1986,1955-04-11,Lubbock,Texas,University of Montana,4th overall,1st round,New York Knicks,1978
3869,Lee Robbins,2,1948,1949,1922-02-11,Rockwall,Texas,University of Colorado,,,,
3870,Lawrence Roberts,2,2006,2007,1982-10-20,Houston,Texas,"Baylor University, Mississippi State University",55th overall,2nd round,Seattle SuperSonics,2005
3871,Willie Rogers,1,1969,1969,1945-09-11,Nacogdoches,Texas,University of Oklahoma,94th overall,8th round,Seattle SuperSonics,1968
3872,Quinton Ross,7,2005,2011,1981-04-30,Dallas,Texas,Southern Methodist University,,,,
3873,Rubin Russell,1,1968,1968,1944-11-07,Fort Worth,Texas,University of North Texas,133rd overall,12th round,Seattle SuperSonics,1967
3874,Daniel Santiago,4,2001,2005,1976-06-24,Lubbock,Texas,"University of New Mexico, Saint Vincent College",,,,
3875,Jason Sasser,2,1997,1999,1974-01-13,Denton,Texas,Texas Tech University,41st overall,2nd round,Sacramento Kings,1996
3876,Jeryl Sasser,2,2002,2003,1979-02-13,Dallas,Texas,Southern Methodist University,22nd overall,1st round,Orlando Magic,2001
3877,DeWayne Scales,3,1981,1984,1958-12-28,Dallas,Texas,Louisiana State University,36th overall,2nd round,New York Knicks,1980
3878,Bill Sharman,11,1951,1961,1926-05-25,Abilene,Texas,University of Southern California,1950 NBA Draft,2nd roun,Washington Capitols,
3879,Donald Sidle,4,1969,1972,1946-06-21,Dallas,Texas,University of Oklahoma,29th overall,3rd round,San Francisco Warriors,1968
3880,Xavier Silas,2,2012,2018,1988-01-22,San Antonio,Texas,"University of Colorado, Northern Illinois University",,,,
3881,Jonathon Simmons,4,2016,2019,1989-09-14,Houston,Texas,University of Houston,,,,
3882,Brian Skinner,14,1999,2012,1976-05-19,Temple,Texas,Baylor University,22nd overall,1st round,Los Angeles Clippers,1998
3883,Reggie Slater,8,1995,2003,1970-08-27,Houston,Texas,University of Wyoming,,,,
3884,Marcus Smart,8,2015,2022,1994-03-06,Flower Mound,Texas,Oklahoma State University,6th overall,1st round,Boston Celtics,2014
3885,Charles Smith,5,1998,2006,1975-08-22,Fort Worth,Texas,University of New Mexico,26th overall,1st round,Miami Heat,1997
3886,LaBradford Smith,3,1992,1994,1969-04-03,Bay City,Texas,University of Louisville,19th overall,1st round,Washington Bullets,1991
3887,Stevin Smith,1,1997,1997,1972-01-24,Dallas,Texas,Arizona State University,,,,
3888,Zhaire Smith,2,2019,2020,1999-06-04,Garland,Texas,Texas Tech University,16th overall,1st round,Phoenix Suns,2018
3889,Ken Spain,1,1971,1971,1946-10-06,Houston,Texas,University of Houston,20th overall,2nd round,Chicago Bulls,1969
3890,Jim Spruill,1,1949,1949,1923-02-26,Dublin,Texas,Rice University,,,,
3891,Dave Stallworth,8,1966,1975,1941-12-20,Dallas,Texas,Wichita State University,3rd overall,1st round,New York Knicks,1965
3892,DJ Stephens,2,2014,2019,1990-12-19,Killeen,Texas,University of Memphis,,,,
3893,Fred Taylor,2,1971,1972,1948-02-05,Houston,Texas,University of Texas-Pan American,27th overall,2nd round,Phoenix Suns,1970
3894,Terry Teagle,11,1983,1993,1960-04-10,Broaddus,Texas,Baylor University,16th overall,1st round,Houston Rockets,1982
3895,Ira Terrell,2,1977,1979,1954-06-19,Dallas,Texas,Southern Methodist University,45th overall,3rd round,Phoenix Suns,1976
3896,Kurt Thomas,18,1996,2013,1972-10-04,Dallas,Texas,Texas Christian University,10th overall,1st round,Miami Heat,1995
3897,Brooks Thompson,4,1995,1998,1970-07-19,Dallas,Texas,"Texas A&M University, Oklahoma State University",27th overall,1st round,Orlando Magic,1994
3898,Darren Tillis,2,1983,1984,1960-02-23,Dallas,Texas,Cleveland State University,23rd overall,1st round,Boston Celtics,1982
3899,Myles Turner,7,2016,2022,1996-03-24,Bedford,Texas,University of Texas at Austin,11th overall,1st round,Indiana Pacers,2015
3900,BJ Tyler,1,1995,1995,1971-04-30,Galveston,Texas,"DePaul University, University of Texas at Austin",20th overall,1st round,Philadelphia 76ers,1994
3901,Ben Uzoh,2,2011,2012,1988-03-19,Houston,Texas,University of Tulsa,,,,
3902,Jarred Vanderbilt,4,2019,2022,1999-04-03,Houston,Texas,University of Kentucky,41st overall,2nd round,Orlando Magic,2018
3903,Willie Warren,1,2011,2011,1989-10-22,Dallas,Texas,University of Oklahoma,54th overall,2nd round,Los Angeles Clippers,2010
3904,Julian Washburn,1,2019,2019,1991-12-18,Duncanville,Texas,,,,,
3905,Spud Webb,12,1986,1998,1963-07-13,Dallas,Texas,"Midland College, North Carolina State University",87th overall,4th round,Detroit Pistons,1985
3906,David Wesley,14,1994,2007,1970-11-14,San Antonio,Texas,Baylor University,,,,
3907,Art Williams,8,1968,1975,1939-09-29,Bonham,Texas,"California State Polytechnic University, Pomona",,,,
3908,Grant Williams,3,2020,2022,1998-11-30,Houston,Texas,,,,,
3909,Kenrich Williams,4,2019,2022,1994-12-02,Waco,Texas,Texas Christian University,,,,
3910,Micheal Williams,10,1989,1999,1966-07-23,Dallas,Texas,Baylor University,48th overall,2nd round,Detroit Pistons,1988
3911,Rob Williams,2,1983,1984,1961-05-05,Houston,Texas,University of Houston,19th overall,1st round,Denver Nuggets,1982
3912,Sean Williams,4,2008,2012,1986-09-13,Houston,Texas,Boston College,17th overall,1st round,New Jersey Nets,2007
3913,Justise Winslow,7,2016,2022,1996-03-26,Houston,Texas,Duke University,10th overall,1st round,Miami Heat,2015
3914,Rickie Winslow,1,1988,1988,1964-07-26,Houston,Texas,University of Houston,28th overall,2nd round,Chicago Bulls,1987
3915,Bracey Wright,2,2006,2007,1984-07-01,The Colony,Texas,Indiana University,47th overall,2nd round,Minnesota Timberwolves,2005
3916,Joe Young,3,2016,2018,1992-06-27,Houston,Texas,"University of Houston, University of Oregon",43rd overall,2nd round,Indiana Pacers,2015
3917,Michael Young,3,1985,1990,1961-01-02,Houston,Texas,University of Houston,24th overall,1st round,Boston Celtics,1984
3918,Trae Young,4,2019,2022,1998-09-19,Lubbock,Texas,University of Oklahoma,5th overall,1st round,Dallas Mavericks,2018
3919,Lance Allred,1,2008,2008,1981-02-02,Salt Lake City,Utah,"University of Utah, Weber State University",,,,
3920,Devin Brown,8,2003,2010,1978-12-30,Salt Lake City,Utah,University of Texas at San Antonio,,,,
3921,Tom Chambers,16,1982,1998,1959-06-21,Ogden,Utah,University of Utah,8th overall,1st round,San Diego Clippers,1981
3922,John Collins,5,2018,2022,1997-09-23,Layton,Utah,Wake Forest University,19th overall,1st round,Atlanta Hawks,2017
3923,Kyle Collinsworth,1,2018,2018,1991-10-03,Provo,Utah,Brigham Young University,,,,
3924,Bert Cook,1,1955,1955,1929-04-26,Hooper,Utah,Utah State University,,1952 NBA Draf,New York Knicks,
3925,Devin Durrant,2,1985,1986,1960-10-20,Provo,Utah,Brigham Young University,25th overall,2nd round,Indiana Pacers,1984
3926,Arnie Ferrin,3,1949,1951,1925-07-29,Salt Lake City,Utah,University of Utah,,1948 BAA Draf,Minneapolis Lakers,
3927,Josh Grant,1,1994,1994,1967-08-07,Salt Lake City,Utah,University of Utah,43rd overall,2nd round,Denver Nuggets,1993
3928,Travis Hansen,1,2004,2004,1978-04-15,Provo,Utah,"Utah Valley State College, Brigham Young University",37th overall,2nd round,Atlanta Hawks,2003
3929,Britton Johnsen,2,2004,2005,1979-07-08,Salt Lake City,Utah,University of Utah,,,,
3930,Jeff Judkins,5,1979,1983,1956-03-23,Salt Lake City,Utah,University of Utah,30th overall,2nd round,Boston Celtics,1978
3931,Travis Knight,7,1997,2003,1974-09-13,Salt Lake City,Utah,University of Connecticut,29th overall,1st round,Chicago Bulls,1996
3932,Steven Kramer,3,1968,1970,1945-01-01,Sandy,Utah,Brigham Young University,,,,
3933,Pace Mannion,6,1984,1989,1960-09-22,Salt Lake City,Utah,University of Utah,43rd overall,2nd round,Golden State Warriors,1983
3934,Ariel Maughan,5,1947,1951,1923-02-23,Salt Lake City,Utah,Utah State University,,,,
3935,Sam Merrill,2,2021,2022,1996-05-15,Salt Lake City,Utah,,,,,
3936,Eric Mika,1,2020,2020,1995-01-05,Salt Lake City,Utah,,,,,
3937,Wat Misaka,1,1948,1948,1923-12-21,Ogden,Utah,University of Utah,,1947 BAA Draf,New York Knicks,
3938,Scot Pollard,11,1998,2008,1975-02-12,Murray,Utah,University of Kansas,19th overall,1st round,Detroit Pistons,1997
3939,Fred Roberts,13,1984,1997,1960-08-14,Provo,Utah,Brigham Young University,27th overall,2nd round,Milwaukee Bucks,1982
3940,Byron Scott,14,1984,1997,1961-03-28,Ogden,Utah,Arizona State University,4th overall,1st round,San Diego Clippers,1983
3941,Fred Sheffield,1,1947,1947,1923-11-05,Kaysville,Utah,University of Utah,,,,
3942,Danny Vranes,7,1982,1988,1958-10-29,Salt Lake City,Utah,University of Utah,5th overall,1st round,Seattle SuperSonics,1981
3943,Brady Walker,4,1949,1952,1921-03-15,Provo,Utah,Brigham Young University,,1948 BAA Draf,Providence Steamrollers,
3944,CJ Wilcox,3,2015,2017,1990-12-30,Pleasant Grove,Utah,University of Washington,28th overall,1st round,Los Angeles Clippers,2014
3945,Cory Alexander,7,1996,2005,1973-06-22,Waynesboro,Viginia,University of Virginia,29th overall,1st round,San Antonio Spurs,1995
3946,Justin Anderson,6,2016,2022,1993-11-19,Montross,Viginia,University of Virginia,21st overall,1st round,Dallas Mavericks,2015
3947,Cat Barber,1,2022,2022,1994-07-25,Newport News,Viginia,,,,,
3948,Jerrelle Benimon,1,2015,2015,1991-08-01,Warrenton,Viginia,"Georgetown University, Towson University",,,,
3949,Keith Bogans,11,2004,2014,1980-05-12,Alexandria,Viginia,University of Kentucky,43rd overall,2nd round,Milwaukee Bucks,2003
3950,Cal Bowdler,3,2000,2002,1977-03-31,Sharps,Viginia,Old Dominion University,17th overall,1st round,Atlanta Hawks,1999
3951,Dennis Boyd,1,1979,1979,1954-05-21,Portsmouth,Viginia,University of Detroit Mercy,72nd overall,4th round,New Orleans Jazz,1977
3952,Allan Bristow,10,1974,1983,1951-08-23,Richmond,Viginia,Virginia Polytechnic Institute and State University,21st overall,2nd round,Philadelphia 76ers,1973
3953,Bimbo Coles,14,1991,2004,1968-04-22,Covington,Viginia,Virginia Polytechnic Institute and State University,40th overall,2nd round,Sacramento Kings,1990
3954,Dell Curry,16,1987,2002,1964-06-25,Harrisonburg,Viginia,Virginia Polytechnic Institute and State University,15th overall,1st round,Utah Jazz,1986
3955,Bob Dandridge,13,1970,1982,1947-11-15,Richmond,Viginia,Norfolk State University,45th overall,4th round,Milwaukee Bucks,1969
3956,Troy Daniels,7,2014,2020,1991-07-15,Roanoke,Viginia,Virginia Commonwealth University,,,,
3957,Jesse Dark,1,1975,1975,1951-09-02,Richmond,Viginia,Virginia Commonwealth University,32nd overall,2nd round,New York Knicks,1974
3958,Mark Davis,1,1989,1989,1963-06-08,Chesapeake,Viginia,Old Dominion University,79th overall,4th round,Cleveland Cavaliers,1985
3959,Terry Davis,10,1990,2001,1967-06-17,Danville,Viginia,Virginia Union University,,,,
3960,Andre Dawkins,1,2015,2015,1991-09-19,Fairfax,Viginia,Duke University,,,,
3961,Javin DeLaurier,1,2022,2022,1998-04-07,Shipman,Viginia,,,,,
3962,Roy Ebron,1,1974,1974,1951-08-31,Norfolk,Viginia,University of Louisiana at Lafayette,68th overall,4th round,New York Knicks,1974
3963,Ray Epps,1,1979,1979,1956-08-20,Amelia,Viginia,Norfolk State University,104th overall,5th round,Golden State Warriors,1977
3964,Dorian Finney-Smith,6,2017,2022,1993-05-04,Portsmouth,Viginia,University of Florida,,,,
3965,William Franklin,3,1973,1976,1949-10-19,Norfolk,Viginia,Purdue University,110th overall,7th round,Golden State Warriors,1972
3966,Javonte Green,3,2020,2022,1993-07-23,Petersburg,Viginia,,,,,
3967,Devon Hall,1,2020,2020,1995-07-07,Virginia Beach,Viginia,,,,,
3968,Justin Harper,3,2012,2017,1989-08-30,Richmond,Viginia,University of Richmond,32nd overall,2nd round,Cleveland Cavaliers,2011
3969,Bernie Harris,1,1975,1975,1950-11-26,Roanoke,Viginia,Virginia Commonwealth University,63rd overall,4th round,Buffalo Braves,1974
3970,Gerald Henderson,13,1980,1992,1956-01-16,Richmond,Viginia,Virginia Commonwealth University,64th overall,3rd round,San Antonio Spurs,1978
3971,Andre Ingram,2,2018,2019,1985-11-19,Richmond,Viginia,American University,,,,
3972,Allen Iverson,14,1997,2010,1975-06-07,Hampton,Viginia,Georgetown University,1st overall,1st round,Philadelphia 76ers,1996
3973,Michael Jackson,3,1988,1990,1964-07-13,Fairfax,Viginia,Georgetown University,47th overall,2nd round,New York Knicks,1986
3974,Keith Jennings,3,1993,1995,1968-11-02,Culpepper,Viginia,East Tennessee State University,,,,
3975,Keldon Johnson,3,2020,2022,1999-10-11,Chesterfield,Viginia,,,,,
3976,Jerome Kersey,17,1985,2001,1962-06-26,Clarksville,Viginia,Longwood University,46th overall,2nd round,Portland Trail Blazers,1984
3977,John Kuester,3,1978,1980,1955-02-06,Richmond,Viginia,University of North Carolina,53rd overall,3rd round,Kansas City Kings,1977
3978,Jeremy Lamb,10,2013,2022,1992-05-30,Henrico,Viginia,University of Connecticut,12th overall,1st round,Houston Rockets,2012
3979,Earl Lloyd,9,1951,1960,1928-04-03,Alexandria,Viginia,West Virginia State University,1950 NBA Draft,9th roun,Washington Capitols,
3980,George Lynch,12,1994,2005,1970-09-03,Roanoke,Viginia,University of North Carolina,12th overall,1st round,Los Angeles Lakers,1993
3981,Vernon Macklin,1,2012,2012,1986-09-20,Portsmouth,Viginia,"Georgetown University, University of Florida",52nd overall,2nd round,Detroit Pistons,2011
3982,Moses Malone,21,1975,1995,1955-03-23,Petersburg,Viginia,,,,,
3983,Kendall Marshall,4,2013,2016,1991-08-19,Dumfries,Viginia,University of North Carolina,13th overall,1st round,Phoenix Suns,2012
3984,Frank Mason III,4,2018,2021,1994-04-03,Petersburg,Viginia,University of Kansas,34th overall,2nd round,Sacramento Kings,2017
3985,Tony Massenburg,13,1991,2005,1967-07-31,Sussex,Viginia,University of Maryland,43rd overall,2nd round,San Antonio Spurs,1990
3986,James Michael McAdoo,4,2015,2018,1993-01-04,Norfolk,Viginia,University of North Carolina,,,,
3987,Mac McClung,1,2022,2022,1999-01-06,Gate City,Viginia,,,,,
3988,Guy Morgan,1,1983,1983,1960-08-23,Virginia Beach,Viginia,Wake Forest University,40th overall,2nd round,Indiana Pacers,1982
3989,Isaiah Morris,1,1993,1993,1969-04-02,Richmond,Viginia,University of Arkansas,37th overall,2nd round,Miami Heat,1992
3990,Alonzo Mourning,15,1993,2008,1970-02-08,Chesapeake,Viginia,Georgetown University,2nd overall,1st round,Charlotte Hornets,1992
3991,Johnny Newman,16,1987,2002,1963-11-28,Danville,Viginia,University of Richmond,29th overall,2nd round,Cleveland Cavaliers,1986
3992,Jim O'Brien,2,1974,1975,1951-11-07,Falls Church,Viginia,University of Maryland,37th overall,3rd round,Cleveland Cavaliers,1973
3993,Jim Palmer,3,1959,1961,1933-06-08,Keokee,Viginia,University of Dayton,12th overall,2nd round,St. Louis Hawks,1957
3994,Ron Perry,3,1968,1970,1943-12-29,Garrisonville,Viginia,Virginia Polytechnic Institute and State University,68th overall,7th round,Baltimore Bullets,1967
3995,David Pope,2,1985,1986,1962-04-15,Newport News,Viginia,Norfolk State University,62nd overall,3rd round,Utah Jazz,1984
3996,Paul Pressey,11,1983,1993,1958-12-24,Richmond,Viginia,University of Tulsa,20th overall,1st round,Milwaukee Bucks,1982
3997,Josh Reaves,1,2020,2020,1997-06-04,Fairfax,Viginia,,,,,
3998,JR Reid,11,1990,2001,1968-03-31,Virginia Beach,Viginia,University of North Carolina,5th overall,1st round,Charlotte Hornets,1989
3999,Devin Robinson,2,2018,2019,1995-03-07,Chesterfield,Viginia,University of Florida,,,,
4000,Justin Robinson,3,2020,2022,1997-10-12,Manassas,Viginia,,,,,
4001,Ralph Sampson,9,1984,1992,1960-07-07,Harrisonburg,Viginia,University of Virginia,1st overall,1st round,Houston Rockets,1983
